0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 0
121 7 4 5 3 2 7 7 5 7 3 4 3 7 6 5 2 4 3 7 6 3 3 6 2 4 6 5 3 3 123
121 4 2 5 3 4 2 3 7 4 5 3 2 2 4 6 4 2 4 3 4 2 3 4 3 3 7 4 7 5 123
121 3 2 3 3 4 4 6 6 2 2 5 5 2 5 4 6 3 6 3 2 4 2 4 4 6 7 5 3 6 123
121 2 2 4 3 4 5 2 7 5 6 6 2 4 4 2 3 2 5 2 4 5 5 3 4 7 4 6 5 4 123
121 5 5 7 2 7 2 3 7 7 6 5 3 5 4 6 2 6 7 3 4 3 7 4 5 2 5 7 6 2 123
55 5 4 6 3 6 5 2 7 4 7 3 6 2 3 3 7 3 5 6 3 4 2 2 3 3 7 6 6 2 56
7 7 4 6 3 2 6 7 2 3 3 4 3 4 3 6 2 6 6 4 3 4 6 6 7 5 2 5 7 2 7
7 7 4 6 3 7 2 2 6 4 4 2 5 7 4 2 7 7 2 3 5 7 2 4 5 3 7 4 6 4 7
7 6 4 5 6 7 3 4 3 5 3 3 3 3 5 4 6 6 2 5 2 4 2 2 6 6 4 6 6 3 7
79 4 7 3 4 3 5 4 2 2 6 4 2 4 3 3 5 6 2 5 2 6 3 2 6 4 7 4 4 7 80
145 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 146 147
169 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 171
169 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 171
169 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 171
169 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 171
193 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 194 195
