0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
338 338 338 338 338 338 338 338 338 338 338 338 338 338 7 7 7 338 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 7 7 7 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 50 50 50 50 50 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338
338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338 338
